,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi
215,2020-03-05 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,327,32.0,359,299,658,142,10,30,698,2884
216,2020-03-05 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,4,0.0,4,17,21,3,0,0,21,397
217,2020-03-05 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,20,7.0,27,14,41,14,3,0,44,1175
218,2020-03-05 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,11,3.0,14,7,21,0,4,3,28,146
219,2020-03-05 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1169,244.0,1413,364,1777,280,376,98,2251,12354
220,2020-03-05 17:00:00,ITA,11,Marche,43.61675973,13.5188753,57,19.0,76,44,120,40,0,4,124,413
221,2020-03-05 17:00:00,ITA,14,Molise,41.55774754,14.65916051,4,0.0,4,3,7,4,0,0,7,24
222,2020-03-05 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,43,17.0,60,46,106,24,0,2,108,543
223,2020-03-05 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,5,1.0,6,6,12,5,1,1,14,359
224,2020-03-05 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,2,0.0,2,0,2,0,0,0,2,50
225,2020-03-05 17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,5,0.0,5,11,16,0,2,0,18,367
226,2020-03-05 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,26,3.0,29,31,60,23,1,0,61,776
227,2020-03-05 17:00:00,ITA,4,Trento,46.06893511,11.12123097,2,0.0,2,5,7,2,0,0,7,122
228,2020-03-05 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,1,1.0,2,7,9,0,0,0,9,88
229,2020-03-05 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0.0,0,2,2,2,0,0,2,21
230,2020-03-05 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,92,24.0,116,264,380,35,17,10,407,11949
231,2020-03-06 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,9,0.0,9,0,9,1,0,0,9,96
232,2020-03-06 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0.0,1,2,3,2,0,0,3,63
233,2020-03-06 17:00:00,ITA,4,Bolzano,46.49933453,11.35662422,4,0.0,4,0,4,3,0,0,4,36
234,2020-03-06 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,2,0.0,2,2,4,2,0,0,4,99
235,2020-03-06 17:00:00,ITA,15,Campania,40.83956555,14.25084984,12,0.0,12,45,57,12,0,0,57,471
236,2020-03-06 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,397,53.0,450,366,816,158,17,37,870,3136
237,2020-03-06 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,4,0.0,4,24,28,7,3,0,31,577
238,2020-03-06 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,26,8.0,34,16,50,9,3,1,54,1373
239,2020-03-06 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,12,5.0,17,7,24,3,5,3,32,229
240,2020-03-06 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1622,309.0,1931,77,2008,231,469,135,2612,13556
241,2020-03-06 17:00:00,ITA,11,Marche,43.61675973,13.5188753,73,20.0,93,62,155,35,0,4,159,585
242,2020-03-06 17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,2.0,5,7,12,5,0,0,12,104
243,2020-03-06 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,57,30.0,87,52,139,33,0,4,143,793
244,2020-03-06 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,5,1.0,6,9,15,3,1,1,17,395
245,2020-03-06 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,2,0.0,2,3,5,3,0,0,5,99
246,2020-03-06 17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,7,0.0,7,15,22,6,2,0,24,367
247,2020-03-06 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,35,5.0,40,38,78,18,1,0,79,1097
248,2020-03-06 17:00:00,ITA,4,Trento,46.06893511,11.12123097,4,0.0,4,6,10,3,0,0,10,122
249,2020-03-06 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,2.0,4,12,16,7,0,0,16,110
250,2020-03-06 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0.0,0,7,7,5,0,0,7,28
251,2020-03-06 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,117,27.0,144,310,454,74,22,12,488,13023
252,2020-03-07 18:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,11,0.0,11,0,11,2,0,0,11,123
253,2020-03-07 18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0.0,1,2,3,0,0,0,3,75
254,2020-03-07 18:00:00,ITA,4,Bolzano,46.49933453,11.35662422,8,0.0,8,1,9,5,0,0,9,36
255,2020-03-07 18:00:00,ITA,18,Calabria,38.10922769,15.6434527,2,0.0,2,2,4,0,0,0,4,113
256,2020-03-07 18:00:00,ITA,15,Campania,40.83956555,14.25084984,16,0.0,16,45,61,4,0,0,61,612
257,2020-03-07 18:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,464,64.0,528,409,937,121,25,48,1010,3604
258,2020-03-07 18:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,1.0,8,31,39,11,3,0,42,577
259,2020-03-07 18:00:00,ITA,12,Lazio,41.89277044,12.48366722,43,8.0,51,21,72,22,3,1,76,1582
260,2020-03-07 18:00:00,ITA,7,Liguria,44.41149315,8.9326992,26,6.0,32,10,42,18,5,4,51,331
261,2020-03-07 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1661,359.0,2020,722,2742,734,524,154,3420,15778
262,2020-03-07 18:00:00,ITA,11,Marche,43.61675973,13.5188753,94,36.0,130,71,201,46,0,6,207,816
263,2020-03-07 18:00:00,ITA,14,Molise,41.55774754,14.65916051,3,2.0,5,9,14,2,0,0,14,112
264,2020-03-07 18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,110,38.0,148,54,202,63,0,5,207,1046
265,2020-03-07 18:00:00,ITA,16,Puglia,41.12559576,16.86736689,9,2.0,11,12,23,8,1,2,26,395
266,2020-03-07 18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,2,,2,3,5,0,0,0,5,99
267,2020-03-07 18:00:00,ITA,19,Sicilia,38.11569725,13.3623567,8,,8,25,33,11,2,0,35,643
268,2020-03-07 18:00:00,ITA,9,Toscana,43.76923077,11.25588885,54,7.0,61,51,112,34,1,0,113,1331
269,2020-03-07 18:00:00,ITA,4,Trento,46.06893511,11.12123097,6,1.0,7,7,14,4,0,0,14,194
270,2020-03-07 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,2.0,4,20,24,8,0,0,24,134
271,2020-03-07 18:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0.0,1,7,8,1,0,0,8,32
272,2020-03-07 18:00:00,ITA,5,Veneto,45.43490485,12.33845213,123,41.0,164,341,505,51,25,13,543,14429
