,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi
205,2020-03-04 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,15,2.0,17,20,37,19,1,0,38,776
206,2020-03-04 17:00:00,ITA,4,Trento,46.06893511,11.12123097,1,0.0,1,4,5,1,0,0,5,122
207,2020-03-04 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,1,1.0,2,7,9,1,0,0,9,58
208,2020-03-04 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0.0,0,0,0,0,0,0,0,15
209,2020-03-04 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,76,23.0,99,246,345,48,9,6,360,10515
210,2020-03-05 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,8,0.0,8,0,8,1,0,0,8,96
211,2020-03-05 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0.0,0,1,1,0,0,0,1,54
212,2020-03-05 17:00:00,ITA,4,Bolzano,46.49933453,11.35662422,1,0.0,1,0,1,0,0,0,1,20
213,2020-03-05 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,1,0.0,1,1,2,1,0,0,2,53
214,2020-03-05 17:00:00,ITA,15,Campania,40.83956555,14.25084984,12,0.0,12,33,45,14,0,0,45,471
